claim_id,case_id,method,source_field,claim_type_cn,claim_text,prefilter_status,candidate_rank,evidence_ref,evidence_type,evidence_text,source_names,retrieval_score,prefilter_score,prefilter_quality,token_recall,token_jaccard,character_bigram_recall,reference_match,source_match,entity_match,disease_match,relation_match
CASE_BCC_001__kg_rag__differential_diagnosis__003,CASE_BCC_001,kg_rag,differential_diagnosis,鉴别诊断陈述,无色素性黑色素瘤：虽然较少见，但可能表现为粉红色或红色结节，需通过病理检查排除。,candidate_generated,3,PATH_TRI_028,ranked_kg_evidence_path,"基底细胞癌 → 表现为 → 中央凹陷或溃疡
基底细胞癌可有中央凹陷或溃疡。",DermNet - Basal Cell Carcinoma,2.5,0.124302,weak,0.114754,0.081395,0.060606,False,False,False,False,True
CASE_BCC_001__kg_rag__risk_warning__001,CASE_BCC_001,kg_rag,risk_warning,风险医学陈述,基底细胞癌虽转移风险低，但具有局部侵袭性，若不及时处理可能导致组织破坏和毁容。,candidate_generated,1,PATH_TRI_028,ranked_kg_evidence_path,"基底细胞癌 → 表现为 → 中央凹陷或溃疡
基底细胞癌可有中央凹陷或溃疡。",DermNet - Basal Cell Carcinoma,2.5,0.41107,moderate,0.15942,0.122222,0.114286,False,False,True,True,False
CASE_BCC_001__kg_rag__risk_warning__001,CASE_BCC_001,kg_rag,risk_warning,风险医学陈述,基底细胞癌虽转移风险低，但具有局部侵袭性，若不及时处理可能导致组织破坏和毁容。,candidate_generated,2,PATH_TRI_030,ranked_kg_evidence_path,"基底细胞癌 → 常见于 → 面部
结节型基底细胞癌是面部常见的 BCC 类型。",DermNet - Basal Cell Carcinoma,3.92,0.402806,moderate,0.144928,0.10989,0.114286,False,False,True,True,False
CASE_BCC_001__kg_rag__risk_warning__001,CASE_BCC_001,kg_rag,risk_warning,风险医学陈述,基底细胞癌虽转移风险低，但具有局部侵袭性，若不及时处理可能导致组织破坏和毁容。,candidate_generated,3,PATH_TRI_025,ranked_kg_evidence_path,"基底细胞癌 → 表现为 → 珍珠样结节
结节型基底细胞癌可表现为光亮或珍珠样结节。",DermNet - Basal Cell Carcinoma,4.42,0.401881,moderate,0.144928,0.105263,0.114286,False,False,True,True,False
CASE_BCC_001__kg_rag__risk_warning__002,CASE_BCC_001,kg_rag,risk_warning,风险医学陈述,仅凭外观观察无法确诊，必须通过组织病理学检查才能最终确认性质。,candidate_generated,1,PATH_TRI_026,ranked_kg_evidence_path,"基底细胞癌 → 表现为 → 表面毛细血管扩张
基底细胞癌表面可见血管穿过。",DermNet - Basal Cell Carcinoma,4.34,0.00963,weak,0.018519,0.011111,0.0,False,False,False,False,False
CASE_BCC_001__kg_rag__risk_warning__002,CASE_BCC_001,kg_rag,risk_warning,风险医学陈述,仅凭外观观察无法确诊，必须通过组织病理学检查才能最终确认性质。,candidate_generated,2,PATH_TRI_025,ranked_kg_evidence_path,"基底细胞癌 → 表现为 → 珍珠样结节
结节型基底细胞癌可表现为光亮或珍珠样结节。",DermNet - Basal Cell Carcinoma,4.42,0.0,none,0.0,0.0,0.0,False,False,False,False,False
CASE_BCC_001__kg_rag__risk_warning__002,CASE_BCC_001,kg_rag,risk_warning,风险医学陈述,仅凭外观观察无法确诊，必须通过组织病理学检查才能最终确认性质。,candidate_generated,3,PATH_TRI_030,ranked_kg_evidence_path,"基底细胞癌 → 常见于 → 面部
结节型基底细胞癌是面部常见的 BCC 类型。",DermNet - Basal Cell Carcinoma,3.92,0.0,none,0.0,0.0,0.0,False,False,False,False,False
CASE_BCC_001__kg_rag__medical_advice__001,CASE_BCC_001,kg_rag,medical_advice,医疗建议,建议尽快前往皮肤科就诊，由专业医生进行皮肤镜检查。,not_applicable,,,,,,,,,,,,,,,,
CASE_BCC_001__kg_rag__medical_advice__002,CASE_BCC_001,kg_rag,medical_advice,医疗建议,遵医嘱进行皮肤活检或切除活检，以获取病理诊断结果。,not_applicable,,,,,,,,,,,,,,,,
CASE_BCC_001__kg_rag__medical_advice__003,CASE_BCC_001,kg_rag,medical_advice,医疗建议,在确诊前，注意保护患处，避免搔抓、挤压或自行用药，以免干扰后续检查或导致感染。,not_applicable,,,,,,,,,,,,,,,,
CASE_BCC_001__kg_rag__evidence_gap__001,CASE_BCC_001,kg_rag,evidence_gap,证据缺口说明,缺乏病变持续时间、生长速度及是否有出血、结痂或溃疡病史的信息。,not_applicable,,,,,,,,,,,,,,,,
CASE_BCC_001__kg_rag__evidence_gap__002,CASE_BCC_001,kg_rag,evidence_gap,证据缺口说明,未提供患者年龄、日晒史、免疫状态或家族皮肤癌病史等风险因素。,not_applicable,,,,,,,,,,,,,,,,
CASE_BCC_001__kg_rag__evidence_gap__003,CASE_BCC_001,kg_rag,evidence_gap,证据缺口说明,缺乏皮肤镜下的具体结构特征（如蓝灰色卵圆形巢、叶状区域等）描述。,not_applicable,,,,,,,,,,,,,,,,
CASE_BCC_001__kg_rag__evidence_gap__004,CASE_BCC_001,kg_rag,evidence_gap,证据缺口说明,未提及是否伴有疼痛、瘙痒或其他自觉症状。,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__observation_match__001,CASE_MEL_001,llm,observation_match,观察匹配陈述,用户描述的皮损形态不对称（Asymmetry）与黑色素瘤的典型特征相符,no_external_evidence,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__observation_match__002,CASE_MEL_001,llm,observation_match,观察匹配陈述,边界不规则（Border irregularity）是黑色素瘤的重要临床指征之一,no_external_evidence,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__observation_match__003,CASE_MEL_001,llm,observation_match,观察匹配陈述,颜色深浅不一（Color variation）符合黑色素瘤多色性的表现,no_external_evidence,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__observation_match__004,CASE_MEL_001,llm,observation_match,观察匹配陈述,近期有增大趋势（Evolution/Diameter change）提示病变处于动态变化中，属于高风险信号,no_external_evidence,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__supporting_evidence__001,CASE_MEL_001,llm,supporting_evidence,支持性医学陈述,根据一般医学知识，黑色素瘤的临床筛查常参考ABCDE原则，即不对称性、边界不规则、颜色改变、直径较大及演变过程,no_external_evidence,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__supporting_evidence__002,CASE_MEL_001,llm,supporting_evidence,支持性医学陈述,皮损的形态学改变和近期快速增大通常被视为需要紧急评估的警示体征,no_external_evidence,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__differential_diagnosis__001,CASE_MEL_001,llm,differential_diagnosis,鉴别诊断陈述,发育不良痣（Dysplastic Nevus）,no_external_evidence,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__differential_diagnosis__002,CASE_MEL_001,llm,differential_diagnosis,鉴别诊断陈述,脂溢性角化病（Seborrheic Keratosis）,no_external_evidence,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__differential_diagnosis__003,CASE_MEL_001,llm,differential_diagnosis,鉴别诊断陈述,色素性基底细胞癌（Pigmented Basal Cell Carcinoma）,no_external_evidence,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__differential_diagnosis__004,CASE_MEL_001,llm,differential_diagnosis,鉴别诊断陈述,良性色素痣（Benign Melanocytic Nevus）,no_external_evidence,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__risk_warning__001,CASE_MEL_001,llm,risk_warning,风险医学陈述,黑色素瘤具有侵袭性和转移潜力，早期发现对预后至关重要,no_external_evidence,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__risk_warning__002,CASE_MEL_001,llm,risk_warning,风险医学陈述,仅凭外观描述无法排除其他恶性皮肤肿瘤或良性病变，存在误判风险,no_external_evidence,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__risk_warning__003,CASE_MEL_001,llm,risk_warning,风险医学陈述,延误专业评估可能导致病情进展,no_external_evidence,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__medical_advice__001,CASE_MEL_001,llm,medical_advice,医疗建议,建议尽快前往正规医院皮肤科就诊,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__medical_advice__002,CASE_MEL_001,llm,medical_advice,医疗建议,医生可能会建议进行皮肤镜检查以辅助评估皮损结构,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__medical_advice__003,CASE_MEL_001,llm,medical_advice,医疗建议,如有必要，需通过组织病理学活检确诊，请勿自行处理或观察等待,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__evidence_gap__001,CASE_MEL_001,llm,evidence_gap,证据缺口说明,本方法未接入外部可追溯证据，所有解释基于模型内部通用医学知识,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__evidence_gap__002,CASE_MEL_001,llm,evidence_gap,证据缺口说明,缺乏患者年龄、家族史、日晒史等关键背景信息,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__evidence_gap__003,CASE_MEL_001,llm,evidence_gap,证据缺口说明,缺乏皮损的具体尺寸、部位及触感等详细临床数据,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__evidence_gap__004,CASE_MEL_001,llm,evidence_gap,证据缺口说明,无皮肤镜图像或病理检查结果作为客观依据,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__llm__evidence_gap__005,CASE_MEL_001,llm,evidence_gap,证据缺口说明,纯 LLM 基线未接入外部检索证据，回答中的医学内容不具备本次运行级别的来源追溯能力。,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__rag__observation_match__001,CASE_MEL_001,rag,observation_match,观察匹配陈述,用户观察到的'形态不对称'与黑色素瘤的ABCDE特征中的Asymmetry（不对称）相符,candidate_generated,1,DOC_0003,retrieved_text_document,ABCDE 特征包括 Asymmetry，可支持“形态不对称”。,DermNet - ABCDEFG of melanoma,40.216641,0.292585,weak,0.341463,0.28,0.5,False,False,False,False,False
CASE_MEL_001__rag__observation_match__001,CASE_MEL_001,rag,observation_match,观察匹配陈述,用户观察到的'形态不对称'与黑色素瘤的ABCDE特征中的Asymmetry（不对称）相符,candidate_generated,2,DOC_0005,retrieved_text_document,黑色素瘤评估中可出现不规则色素或异常皮肤镜结构。,DermNet - Dermoscopy / Melanoma,23.625946,0.228796,weak,0.219512,0.121622,0.083333,False,False,False,True,False
CASE_MEL_001__rag__observation_match__001,CASE_MEL_001,rag,observation_match,观察匹配陈述,用户观察到的'形态不对称'与黑色素瘤的ABCDE特征中的Asymmetry（不对称）相符,candidate_generated,3,DOC_0077,retrieved_text_document,若存在近期增大、溃疡或皮肤镜下结构和颜色不对称等不典型特征，可进行诊断性切除或皮肤活检。,DermNet - Dermatofibroma,34.49268,0.121614,weak,0.219512,0.085714,0.083333,False,False,False,False,False
CASE_MEL_001__rag__observation_match__002,CASE_MEL_001,rag,observation_match,观察匹配陈述,用户观察到的'边界不规则'与黑色素瘤的ABCDE特征中的Border irregularity（边界不规则）相符,candidate_generated,1,DOC_0001,retrieved_text_document,ABCDE 特征包括 Border irregularity，可支持“边界不规则”。,DermNet - ABCDEFG of melanoma,34.173209,0.315317,moderate,0.357143,0.294118,0.568182,False,False,False,False,False
CASE_MEL_001__rag__observation_match__002,CASE_MEL_001,rag,observation_match,观察匹配陈述,用户观察到的'边界不规则'与黑色素瘤的ABCDE特征中的Border irregularity（边界不规则）相符,candidate_generated,2,DOC_0005,retrieved_text_document,黑色素瘤评估中可出现不规则色素或异常皮肤镜结构。,DermNet - Dermoscopy / Melanoma,23.625946,0.283157,weak,0.309524,0.183099,0.113636,False,False,False,True,False
CASE_MEL_001__rag__observation_match__002,CASE_MEL_001,rag,observation_match,观察匹配陈述,用户观察到的'边界不规则'与黑色素瘤的ABCDE特征中的Border irregularity（边界不规则）相符,candidate_generated,3,DOC_0014,retrieved_text_document,良性色素性皮损通常表现为较规则、较清楚的边界。,DermNet - Benign Melanocytic Lesions,26.171147,0.141991,weak,0.238095,0.142857,0.090909,False,False,False,False,False
CASE_MEL_001__rag__observation_match__003,CASE_MEL_001,rag,observation_match,观察匹配陈述,用户观察到的'颜色深浅不一'对应黑色素瘤评估中可能出现的不规则色素或异常结构,candidate_generated,1,DOC_0005,retrieved_text_document,黑色素瘤评估中可出现不规则色素或异常皮肤镜结构。,DermNet - Dermoscopy / Melanoma,23.625946,0.489426,moderate,0.52381,0.458333,0.441176,False,False,False,True,False
CASE_MEL_001__rag__observation_match__003,CASE_MEL_001,rag,observation_match,观察匹配陈述,用户观察到的'颜色深浅不一'对应黑色素瘤评估中可能出现的不规则色素或异常结构,candidate_generated,2,DOC_0077,retrieved_text_document,若存在近期增大、溃疡或皮肤镜下结构和颜色不对称等不典型特征，可进行诊断性切除或皮肤活检。,DermNet - Dermatofibroma,34.49268,0.09113,weak,0.15873,0.079365,0.058824,False,False,False,False,False
CASE_MEL_001__rag__observation_match__003,CASE_MEL_001,rag,observation_match,观察匹配陈述,用户观察到的'颜色深浅不一'对应黑色素瘤评估中可能出现的不规则色素或异常结构,candidate_generated,3,DOC_0014,retrieved_text_document,良性色素性皮损通常表现为较规则、较清楚的边界。,DermNet - Benign Melanocytic Lesions,26.171147,0.088473,weak,0.142857,0.097826,0.058824,False,False,False,False,False
CASE_MEL_001__rag__observation_match__004,CASE_MEL_001,rag,observation_match,观察匹配陈述,用户观察到的'近期有增大趋势'属于黑色素瘤评估中的不典型特征之一,candidate_generated,1,DOC_0005,retrieved_text_document,黑色素瘤评估中可出现不规则色素或异常皮肤镜结构。,DermNet - Dermoscopy / Melanoma,23.625946,0.274713,weak,0.25,0.166667,0.206897,False,False,False,True,False
CASE_MEL_001__rag__observation_match__004,CASE_MEL_001,rag,observation_match,观察匹配陈述,用户观察到的'近期有增大趋势'属于黑色素瘤评估中的不典型特征之一,candidate_generated,2,DOC_0077,retrieved_text_document,若存在近期增大、溃疡或皮肤镜下结构和颜色不对称等不典型特征，可进行诊断性切除或皮肤活检。,DermNet - Dermatofibroma,34.49268,0.183984,weak,0.285714,0.141593,0.206897,False,False,False,False,False
CASE_MEL_001__rag__observation_match__004,CASE_MEL_001,rag,observation_match,观察匹配陈述,用户观察到的'近期有增大趋势'属于黑色素瘤评估中的不典型特征之一,candidate_generated,3,DOC_0003,retrieved_text_document,ABCDE 特征包括 Asymmetry，可支持“形态不对称”。,DermNet - ABCDEFG of melanoma,40.216641,0.046135,weak,0.071429,0.053333,0.034483,False,False,False,False,False
CASE_MEL_001__rag__supporting_evidence__001,CASE_MEL_001,rag,supporting_evidence,支持性医学陈述,根据DermNet关于黑色素瘤ABCDEFG的描述，ABCDE特征包括Asymmetry（不对称），可支持用户观察到的形态不对称 [DOC_0003],candidate_generated,1,DOC_0003,retrieved_text_document,ABCDE 特征包括 Asymmetry，可支持“形态不对称”。,DermNet - ABCDEFG of melanoma,40.216641,0.572807,strong,0.403509,0.403509,0.403509,True,False,False,False,False
CASE_MEL_001__rag__supporting_evidence__001,CASE_MEL_001,rag,supporting_evidence,支持性医学陈述,根据DermNet关于黑色素瘤ABCDEFG的描述，ABCDE特征包括Asymmetry（不对称），可支持用户观察到的形态不对称 [DOC_0003],candidate_generated,2,DOC_0005,retrieved_text_document,黑色素瘤评估中可出现不规则色素或异常皮肤镜结构。,DermNet - Dermoscopy / Melanoma,23.625946,0.193684,weak,0.157895,0.1,0.052632,False,False,False,True,False
CASE_MEL_001__rag__supporting_evidence__001,CASE_MEL_001,rag,supporting_evidence,支持性医学陈述,根据DermNet关于黑色素瘤ABCDEFG的描述，ABCDE特征包括Asymmetry（不对称），可支持用户观察到的形态不对称 [DOC_0003],candidate_generated,3,DOC_0001,retrieved_text_document,ABCDE 特征包括 Border irregularity，可支持“边界不规则”。,DermNet - ABCDEFG of melanoma,34.173209,0.178633,weak,0.245614,0.208955,0.192982,False,False,False,False,False
CASE_MEL_001__rag__supporting_evidence__002,CASE_MEL_001,rag,supporting_evidence,支持性医学陈述,根据DermNet关于黑色素瘤ABCDEFG的描述，ABCDE特征包括Border irregularity（边界不规则），可支持用户观察到的边界不规则 [DOC_0001],candidate_generated,1,DOC_0001,retrieved_text_document,ABCDE 特征包括 Border irregularity，可支持“边界不规则”。,DermNet - ABCDEFG of melanoma,34.173209,0.592026,strong,0.413793,0.413793,0.46875,True,False,False,False,False
CASE_MEL_001__rag__supporting_evidence__002,CASE_MEL_001,rag,supporting_evidence,支持性医学陈述,根据DermNet关于黑色素瘤ABCDEFG的描述，ABCDE特征包括Border irregularity（边界不规则），可支持用户观察到的边界不规则 [DOC_0001],candidate_generated,2,DOC_0005,retrieved_text_document,黑色素瘤评估中可出现不规则色素或异常皮肤镜结构。,DermNet - Dermoscopy / Melanoma,23.625946,0.235165,weak,0.224138,0.149425,0.078125,False,False,False,True,False
